student_id,name,department,age,exam_score,attendance_percent,assignment_score
1313,Helen Garcia,Electronics,25,99,77,59
1314,Eva Brown,Civil,18,53,92,53
1315,Oscar Anderson,Data Science,21,76,71,94
1316,Paula Martinez,Information Technology,18,54,69,79
1317,Eva Brown,Mechanical,19,100,64,52
1318,Helen Martinez,Civil,18,52,71,100
1319,Bob Miller,Computer Science,21,86,86,56
1320,Nina Martinez,Computer Science,23,63,91,79
1321,Ivan Miller,Data Science,24,89,64,84
1322,Laura Davis,Data Science,24,51,94,89
1323,Steve Anderson,Civil,22,54,94,88
1324,Bob Miller,Mechanical,21,65,73,70
1325,David Garcia,Mechanical,25,74,96,95
1326,Quentin Williams,Civil,25,70,95,76
1327,Tina Brown,Electronics,22,72,82,73
1328,Rachel Miller,Information Technology,23,96,78,88
1329,Eva Williams,Civil,24,75,64,95
1330,Bob Taylor,Civil,25,74,65,52
1331,Eva Anderson,Data Science,19,62,87,81
1332,Tina Garcia,Electronics,20,100,63,78
1333,Julia Davis,Information Technology,24,66,62,78
1334,Kevin Williams,Electronics,20,75,71,98
1335,Oscar Smith,Civil,20,74,70,78
1336,Paula Garcia,Mechanical,19,95,87,78
1337,Quentin Davis,Data Science,25,59,82,77
1338,Bob Taylor,Civil,23,66,93,77
1339,Paula Anderson,Information Technology,22,89,80,56
1340,Alice Anderson,Mechanical,19,70,80,50
1341,Alice Johnson,Civil,23,81,87,99
1342,Frank Garcia,Information Technology,21,66,79,94
1343,Tina Davis,Civil,20,54,84,74
1344,Laura Anderson,Mechanical,24,50,64,68
1345,Tina Taylor,Mechanical,21,76,78,99
1346,Eva Johnson,Computer Science,24,82,90,71
1347,Nina Miller,Civil,18,92,64,79
1348,Rachel Martinez,Computer Science,19,54,76,86
1349,Frank Taylor,Electronics,22,99,65,85
1350,Julia Martinez,Mechanical,23,50,100,53
1351,Michael Davis,Electronics,19,90,94,57
1352,Paula Davis,Mechanical,20,79,72,93
1353,Grace Brown,Civil,18,60,70,86
1354,Bob Martinez,Computer Science,25,51,93,62
1355,Oscar Garcia,Civil,23,97,93,58
1356,Helen Smith,Information Technology,18,87,75,60
1357,Charlie Williams,Electronics,19,64,99,61
1358,David Taylor,Civil,21,94,68,73
1359,Helen Martinez,Data Science,19,96,98,69
1360,Tina Johnson,Data Science,23,70,69,100
1361,Oscar Johnson,Data Science,21,95,85,88
1362,Julia Martinez,Mechanical,19,64,82,73
1363,Frank Garcia,Information Technology,18,100,85,78
1364,Nina Taylor,Information Technology,21,93,82,52
1365,Nina Miller,Data Science,21,94,80,87
1366,Rachel Johnson,Information Technology,22,74,85,82
1367,Alice Miller,Electronics,20,78,70,53
1368,Julia Taylor,Data Science,23,73,76,58
1369,Eva Taylor,Mechanical,18,77,69,74
1370,Frank Taylor,Computer Science,18,97,69,73
1371,David Johnson,Civil,25,55,75,96
1372,Julia Davis,Data Science,24,73,79,98
1373,Oscar Taylor,Computer Science,23,87,82,60
1374,Paula Taylor,Information Technology,23,78,62,68
1375,Alice Smith,Computer Science,19,100,95,88
1376,Michael Johnson,Information Technology,21,84,81,67
1377,Eva Martinez,Electronics,20,72,100,64
1378,Eva Miller,Information Technology,24,77,79,66
1379,David Garcia,Mechanical,24,60,87,50
1380,Tina Taylor,Computer Science,21,60,83,81
1381,Laura Smith,Mechanical,23,94,81,76
1382,Helen Williams,Electronics,20,74,62,84
1383,Paula Garcia,Electronics,25,80,93,65
1384,Bob Smith,Mechanical,19,81,84,55
1385,Bob Miller,Mechanical,25,100,76,54
1386,Ivan Taylor,Mechanical,21,58,63,75
1387,David Johnson,Data Science,18,93,95,96
1388,Tina Brown,Mechanical,22,97,96,99
1389,Oscar Davis,Computer Science,18,87,98,83
1390,Michael Miller,Civil,19,89,78,57
1391,David Martinez,Computer Science,25,82,67,89
1392,Laura Williams,Information Technology,18,80,83,93
1393,Kevin Miller,Electronics,21,73,85,91
1394,Kevin Garcia,Information Technology,24,92,99,90
1395,Rachel Johnson,Data Science,23,53,93,70
1396,Alice Miller,Information Technology,25,55,81,100
1397,Paula Anderson,Information Technology,18,51,74,70
1398,Oscar Garcia,Information Technology,25,91,95,87
1399,Kevin Smith,Data Science,18,92,98,88
1400,Kevin Smith,Computer Science,19,54,97,99
1401,Eva Garcia,Mechanical,24,70,62,67
1402,Julia Davis,Computer Science,18,88,92,88
1403,Frank Smith,Data Science,25,87,71,94
1404,Oscar Brown,Computer Science,18,59,78,73
1405,Helen Brown,Mechanical,24,78,95,84
1406,Frank Davis,Computer Science,18,88,97,50
1407,Tina Brown,Electronics,20,69,80,88
1408,Bob Williams,Information Technology,22,82,74,100
1409,Quentin Martinez,Computer Science,22,59,85,100
1410,Kevin Miller,Data Science,24,71,94,70
1411,Steve Anderson,Information Technology,24,56,98,83
1412,Helen Johnson,Electronics,25,98,71,80
1413,David Taylor,Information Technology,19,50,74,87
1414,Laura Taylor,Electronics,25,80,86,57
1415,Kevin Martinez,Computer Science,18,54,67,97
1416,Bob Anderson,Mechanical,22,68,92,68
1417,Steve Martinez,Information Technology,25,92,100,94
1418,Eva Anderson,Data Science,20,72,80,96
1419,Eva Brown,Data Science,19,91,75,99
1420,Paula Smith,Data Science,22,75,93,86
1421,Tina Smith,Information Technology,22,69,70,98
1422,Grace Davis,Data Science,21,69,85,90
1423,Kevin Johnson,Mechanical,20,50,79,55
1424,Alice Anderson,Civil,20,53,73,82
1425,Julia Miller,Electronics,20,67,60,55
1426,Ivan Johnson,Information Technology,19,89,87,52
1427,Bob Garcia,Computer Science,20,97,74,82
1428,Quentin Brown,Information Technology,20,64,81,69
1429,Rachel Davis,Civil,23,98,71,93
1430,Frank Miller,Electronics,19,57,77,92
1431,Tina Davis,Information Technology,22,53,70,52
1432,Eva Miller,Information Technology,21,84,87,93
1433,Charlie Davis,Data Science,22,79,77,59
1434,Tina Anderson,Electronics,18,71,94,52
1435,Paula Brown,Computer Science,20,97,91,79
1436,Bob Smith,Data Science,20,77,91,58
1437,Helen Williams,Information Technology,20,68,65,58
1438,Rachel Williams,Civil,23,68,100,74
1439,Charlie Smith,Civil,18,57,100,50
1440,Helen Johnson,Electronics,24,95,85,77
1441,Steve Taylor,Information Technology,18,55,89,63
1442,Tina Williams,Electronics,23,89,95,76
1443,Paula Anderson,Data Science,20,86,62,51
1444,Alice Williams,Electronics,21,77,89,87
1445,Charlie Miller,Computer Science,21,52,62,52
1446,Alice Anderson,Civil,18,69,71,89
1447,Frank Miller,Civil,25,86,71,89
1448,Eva Williams,Computer Science,24,70,88,69
1449,Kevin Anderson,Data Science,24,87,89,88
1450,Kevin Martinez,Information Technology,24,81,86,69
1451,Helen Davis,Civil,19,76,95,60
1452,Helen Williams,Electronics,23,53,79,96
1453,Grace Miller,Computer Science,21,79,97,93
1454,David Brown,Electronics,25,62,95,68
1455,Helen Smith,Mechanical,20,53,77,66
1456,Tina Anderson,Information Technology,25,58,91,56
1457,Tina Williams,Civil,22,87,66,77
1458,Eva Smith,Data Science,21,86,96,64
1459,Paula Brown,Electronics,23,68,66,95
1460,Rachel Garcia,Mechanical,25,61,77,60
1461,David Anderson,Civil,25,53,62,57
1462,Julia Davis,Civil,19,84,83,99
1463,Quentin Anderson,Civil,20,91,69,83
1464,Frank Williams,Information Technology,25,51,81,82
1465,Paula Miller,Information Technology,20,98,70,90
1466,Paula Davis,Information Technology,18,53,97,96
1467,Steve Garcia,Data Science,18,74,76,94
1468,Oscar Garcia,Data Science,20,96,77,70
1469,Paula Garcia,Electronics,24,75,60,64
1470,Rachel Taylor,Information Technology,18,62,64,85
1471,Grace Smith,Mechanical,19,62,99,75
1472,Grace Garcia,Computer Science,19,54,73,65
1473,Frank Miller,Information Technology,19,52,62,80
1474,Laura Johnson,Mechanical,19,79,68,75
1475,Paula Johnson,Civil,25,94,91,68
1476,Grace Brown,Computer Science,19,52,92,57
1477,Ivan Johnson,Information Technology,19,60,95,64
1478,Oscar Brown,Civil,19,98,80,58
1479,Helen Miller,Information Technology,22,58,82,80
1480,Helen Smith,Electronics,23,81,65,78
1481,Kevin Anderson,Mechanical,19,58,73,77
1482,Oscar Smith,Civil,24,68,82,92
1483,Michael Anderson,Civil,18,88,67,85
1484,Bob Smith,Computer Science,24,95,90,60
1485,Rachel Smith,Data Science,24,62,81,78
1486,Rachel Williams,Computer Science,18,91,98,100
1487,Steve Miller,Data Science,21,50,67,75
1488,Alice Martinez,Civil,18,61,96,54
1489,David Williams,Data Science,20,66,72,75
1490,Paula Williams,Information Technology,18,52,83,90
1491,Kevin Garcia,Civil,23,98,84,83
1492,Julia Garcia,Electronics,22,58,68,51
1493,Michael Anderson,Information Technology,24,85,67,85
1494,Tina Martinez,Data Science,25,91,83,99
1495,Frank Brown,Computer Science,25,76,96,90
1496,David Garcia,Civil,23,80,65,80
1497,Paula Williams,Information Technology,22,66,61,81
1498,Alice Martinez,Mechanical,22,54,60,63
1499,Steve Brown,Information Technology,23,76,70,100
1500,Bob Williams,Information Technology,25,100,92,80
1501,Grace Taylor,Civil,23,75,95,58
1502,Oscar Brown,Computer Science,22,72,85,95
1503,Ivan Davis,Civil,22,78,83,52
1504,Oscar Smith,Civil,19,94,81,98
1505,Kevin Johnson,Information Technology,18,100,82,53
1506,Tina Brown,Mechanical,24,54,82,67
1507,Laura Martinez,Information Technology,18,82,76,81
1508,Julia Taylor,Computer Science,24,61,78,86
1509,Oscar Martinez,Mechanical,24,81,93,94
1510,Tina Miller,Electronics,21,96,62,82
1511,Frank Davis,Civil,18,63,96,85
1512,Oscar Smith,Data Science,23,91,82,74
1513,Grace Smith,Information Technology,20,89,80,62
1514,Quentin Johnson,Civil,18,51,96,74
1515,Oscar Garcia,Civil,19,53,99,91
1516,Alice Miller,Mechanical,23,80,88,83
1517,Frank Martinez,Mechanical,20,81,86,55
1518,Steve Johnson,Electronics,23,52,85,98
1519,David Brown,Mechanical,20,51,95,94
1520,Eva Anderson,Information Technology,18,93,98,84
1521,Ivan Williams,Information Technology,21,95,91,90
1522,Julia Smith,Computer Science,20,69,91,56
1523,Julia Johnson,Computer Science,22,79,78,75
1524,Eva Williams,Mechanical,19,62,62,89
1525,Nina Garcia,Data Science,19,100,61,69
1526,Rachel Anderson,Data Science,24,55,92,69
1527,Paula Anderson,Electronics,19,60,82,92
1528,Tina Williams,Information Technology,25,89,100,95
1529,Nina Smith,Information Technology,25,51,68,69
1530,Nina Smith,Civil,22,55,62,60
1531,Steve Brown,Mechanical,25,85,99,84
1532,Charlie Martinez,Data Science,25,51,83,59
1533,Bob Taylor,Computer Science,18,98,91,55
1534,Kevin Taylor,Electronics,22,58,80,59
1535,Quentin Smith,Civil,19,71,77,92
1536,Grace Taylor,Information Technology,19,54,86,66
1537,Charlie Smith,Civil,23,100,81,84
1538,Alice Taylor,Mechanical,18,59,80,84
1539,Nina Garcia,Computer Science,18,70,91,98
1540,Ivan Miller,Data Science,25,99,74,94
1541,Grace Garcia,Civil,21,58,61,94
1542,Charlie Smith,Civil,19,83,88,88
1543,Helen Davis,Data Science,25,67,94,100
1544,Julia Smith,Computer Science,22,63,74,55
1545,Frank Miller,Computer Science,18,70,95,57
1546,Helen Johnson,Civil,23,78,75,63
1547,Quentin Martinez,Data Science,21,71,66,66
1548,Helen Williams,Information Technology,20,53,81,71
1549,Ivan Davis,Information Technology,18,74,78,98
1550,Nina Brown,Electronics,23,52,78,80
1551,Charlie Williams,Data Science,18,97,88,75
1552,Rachel Garcia,Data Science,18,76,62,66
1553,Grace Anderson,Computer Science,22,98,68,76
1554,Charlie Garcia,Mechanical,21,91,70,79
1555,Laura Miller,Data Science,21,89,85,78
1556,David Miller,Information Technology,25,69,84,100
1557,Ivan Williams,Civil,18,56,93,96
1558,Tina Smith,Electronics,18,71,78,94
1559,Michael Williams,Mechanical,18,57,71,80
1560,Frank Smith,Computer Science,18,64,91,56
1561,Paula Anderson,Electronics,23,83,81,77
1562,Eva Anderson,Data Science,18,73,68,93
1563,Eva Martinez,Electronics,21,88,72,92
1564,Ivan Taylor,Information Technology,20,53,88,81
1565,Michael Brown,Information Technology,19,55,62,50
1566,Steve Martinez,Mechanical,23,61,96,82
1567,Rachel Smith,Information Technology,22,56,76,84
1568,Ivan Brown,Civil,19,93,86,97
1569,Paula Taylor,Information Technology,24,57,70,95
1570,Oscar Davis,Information Technology,24,62,72,60
1571,Bob Miller,Computer Science,22,66,61,76
1572,Frank Smith,Information Technology,25,75,87,98
1573,Frank Williams,Mechanical,18,56,68,63
1574,Julia Anderson,Computer Science,24,77,68,87
1575,Nina Smith,Electronics,20,50,98,67
1576,Eva Smith,Information Technology,21,84,72,78
1577,Tina Taylor,Civil,19,54,85,99
1578,Eva Johnson,Information Technology,25,83,64,63
1579,Paula Taylor,Mechanical,21,68,89,85
1580,Ivan Williams,Civil,22,57,71,92
1581,Julia Miller,Mechanical,22,50,95,62
1582,Eva Miller,Electronics,21,86,89,100
1583,Laura Brown,Information Technology,25,54,61,82
1584,Paula Taylor,Civil,20,92,96,59
1585,Laura Davis,Data Science,25,90,100,61
1586,Nina Smith,Data Science,23,91,75,58
1587,Laura Johnson,Electronics,21,81,68,89
1588,Helen Martinez,Electronics,19,66,83,93
1589,Ivan Martinez,Computer Science,18,73,94,95
1590,Steve Williams,Computer Science,18,87,67,88
1591,Eva Brown,Mechanical,18,98,90,67
1592,Ivan Brown,Data Science,19,91,63,90
1593,Alice Anderson,Mechanical,20,91,70,82
1594,Ivan Taylor,Electronics,24,56,62,51
1595,Bob Garcia,Data Science,23,79,100,92
1596,Grace Martinez,Mechanical,19,54,92,57
1597,Bob Brown,Computer Science,21,95,86,84
1598,David Brown,Data Science,22,68,66,95
1599,Julia Miller,Data Science,24,91,88,53
1600,Kevin Anderson,Mechanical,24,55,100,50
1601,Steve Johnson,Computer Science,22,100,64,74
1602,Ivan Anderson,Electronics,24,51,60,67
1603,Julia Taylor,Data Science,18,65,70,53
1604,Laura Miller,Data Science,20,56,62,79
1605,Rachel Garcia,Data Science,20,91,79,81
1606,Michael Johnson,Information Technology,19,80,99,76
1607,Bob Taylor,Computer Science,19,79,83,82
1608,Helen Miller,Mechanical,18,88,80,59
1609,Ivan Garcia,Information Technology,22,55,92,96
1610,Julia Johnson,Data Science,18,69,81,95
1611,Alice Taylor,Civil,25,72,98,89
1612,Paula Taylor,Data Science,18,95,74,89
1613,Nina Taylor,Data Science,23,88,83,73
1614,Julia Davis,Information Technology,23,54,64,97
1615,Kevin Anderson,Civil,22,65,81,84
1616,Tina Johnson,Computer Science,22,89,77,85
1617,Quentin Williams,Data Science,22,86,65,86
1618,Kevin Anderson,Computer Science,20,59,97,61
1619,Helen Martinez,Mechanical,19,93,87,89
1620,David Johnson,Mechanical,19,79,66,85
1621,Alice Miller,Computer Science,21,56,71,80
1622,Grace Taylor,Data Science,18,71,72,82
1623,Alice Miller,Civil,19,89,74,55
1624,Frank Martinez,Civil,18,57,67,79
1625,David Anderson,Data Science,21,99,94,87
1626,Laura Johnson,Electronics,25,50,91,53
1627,Charlie Davis,Civil,23,78,76,81
1628,Oscar Smith,Information Technology,21,95,72,96
1629,Laura Davis,Electronics,25,65,91,75
1630,Grace Martinez,Information Technology,18,84,97,63
1631,Helen Anderson,Computer Science,19,75,74,50
1632,Kevin Johnson,Civil,20,89,69,88
1633,Steve Johnson,Information Technology,21,73,95,60
1634,Charlie Williams,Mechanical,18,80,86,62
1635,Nina Miller,Information Technology,19,73,79,77
1636,Rachel Martinez,Civil,18,59,74,88
1637,Kevin Garcia,Civil,20,60,90,81
1638,Nina Anderson,Information Technology,20,68,62,64
1639,Charlie Johnson,Electronics,23,57,84,68
1640,Julia Smith,Data Science,21,69,66,87
1641,Rachel Williams,Civil,21,54,93,99
1642,Frank Williams,Information Technology,23,97,100,54
1643,Laura Brown,Information Technology,19,65,99,98
1644,Eva Miller,Computer Science,22,53,80,98
1645,Bob Brown,Computer Science,18,59,70,87
1646,Nina Garcia,Computer Science,23,84,72,64
1647,Quentin Miller,Data Science,21,54,80,92
1648,Bob Smith,Information Technology,21,99,100,84
1649,David Williams,Electronics,25,66,97,80
1650,Rachel Davis,Data Science,18,84,89,66
1651,Helen Martinez,Information Technology,25,94,92,74
1652,Oscar Martinez,Computer Science,22,64,86,84
1653,Grace Miller,Mechanical,19,92,62,79
1654,Charlie Miller,Mechanical,19,83,67,94
1655,Laura Williams,Mechanical,19,59,83,81
1656,Frank Martinez,Mechanical,18,70,73,77
1657,Bob Taylor,Data Science,23,92,79,70
1658,Grace Smith,Civil,24,61,96,96
1659,Rachel Johnson,Civil,19,84,72,77
1660,Ivan Brown,Data Science,25,56,72,54
1661,Tina Anderson,Computer Science,21,96,64,54
1662,Quentin Davis,Electronics,25,97,84,60
1663,Quentin Davis,Computer Science,20,97,61,61
1664,Julia Garcia,Electronics,24,77,75,98
1665,Frank Anderson,Mechanical,21,91,83,96
1666,David Brown,Mechanical,25,57,66,95
1667,Oscar Miller,Electronics,18,90,99,80
1668,Bob Miller,Civil,22,96,63,59
1669,Grace Taylor,Data Science,21,90,69,85
1670,Paula Smith,Data Science,24,76,98,91
1671,Ivan Taylor,Mechanical,23,81,86,77
1672,Quentin Williams,Data Science,21,54,79,85
1673,Grace Anderson,Mechanical,24,92,76,100
1674,Rachel Johnson,Data Science,22,88,88,50
1675,Ivan Anderson,Data Science,23,62,70,56
1676,Eva Davis,Mechanical,25,70,94,65
1677,Charlie Taylor,Data Science,19,84,98,99
1678,Bob Johnson,Information Technology,19,88,98,58
1679,Julia Anderson,Information Technology,21,64,80,71
1680,Oscar Williams,Data Science,21,96,98,56
1681,Quentin Anderson,Mechanical,20,92,80,96
1682,Grace Anderson,Information Technology,19,54,97,74
1683,Grace Anderson,Data Science,22,72,62,59
1684,Alice Davis,Electronics,20,66,80,53
1685,Nina Davis,Mechanical,22,57,77,94
1686,Grace Brown,Electronics,19,64,74,77
1687,Rachel Garcia,Mechanical,25,100,88,94
1688,Kevin Taylor,Computer Science,24,91,70,86
1689,Quentin Martinez,Data Science,22,92,98,75
1690,Tina Martinez,Mechanical,21,82,91,88
1691,David Anderson,Information Technology,18,91,98,94
1692,David Davis,Computer Science,20,78,68,88
1693,Charlie Williams,Electronics,21,51,79,53
1694,Oscar Miller,Electronics,21,96,73,52
1695,Oscar Smith,Computer Science,22,50,73,84
1696,Nina Brown,Data Science,21,92,92,60
1697,Michael Williams,Mechanical,24,81,100,56
1698,David Garcia,Electronics,24,98,63,89
1699,Eva Smith,Civil,22,72,74,68
1700,Rachel Davis,Mechanical,25,63,95,54
1701,Steve Williams,Mechanical,25,84,95,73
1702,Quentin Davis,Mechanical,21,93,65,72
1703,Charlie Taylor,Electronics,18,76,65,61
1704,Eva Anderson,Civil,22,62,69,87
1705,Tina Williams,Computer Science,18,65,69,67
1706,Helen Williams,Mechanical,20,88,89,96
1707,Grace Martinez,Mechanical,20,59,74,97
1708,Quentin Anderson,Information Technology,18,59,81,61
1709,Quentin Garcia,Civil,25,67,93,52
1710,Kevin Taylor,Data Science,22,72,88,55
1711,Quentin Smith,Computer Science,20,95,92,79
1712,Quentin Williams,Electronics,20,99,96,88
1713,Laura Brown,Computer Science,24,74,95,76
1714,Quentin Garcia,Computer Science,25,73,97,66
1715,Alice Johnson,Computer Science,22,94,62,73
1716,Charlie Williams,Electronics,25,85,72,84
1717,Julia Smith,Electronics,24,57,67,90
1718,Michael Anderson,Data Science,24,61,66,51
1719,David Johnson,Computer Science,19,99,84,69
1720,Paula Anderson,Civil,18,92,64,98
1721,Eva Taylor,Civil,22,68,68,78
1722,Tina Taylor,Civil,18,77,98,72
1723,Helen Taylor,Data Science,22,88,79,98
1724,Tina Johnson,Mechanical,24,88,75,50
1725,Frank Williams,Computer Science,22,84,91,63
1726,Charlie Anderson,Electronics,18,71,84,66
1727,Laura Williams,Data Science,18,90,70,59
1728,Tina Davis,Mechanical,19,80,94,80
1729,Charlie Miller,Information Technology,24,66,82,91
1730,Alice Garcia,Civil,19,84,64,69
1731,Alice Johnson,Civil,19,51,84,97
1732,Charlie Garcia,Civil,21,52,87,65
1733,Ivan Anderson,Electronics,18,85,82,72
1734,Laura Brown,Computer Science,19,70,92,67
1735,Tina Martinez,Data Science,21,53,64,82
1736,Eva Brown,Civil,22,92,60,83
1737,Charlie Johnson,Computer Science,22,58,62,54
1738,Charlie Miller,Computer Science,21,71,62,99
1739,Laura Martinez,Mechanical,22,77,80,97
1740,Michael Martinez,Mechanical,18,50,69,88
1741,Alice Garcia,Computer Science,18,85,65,92
1742,Nina Smith,Data Science,25,98,67,65
1743,Alice Martinez,Data Science,22,91,75,51
1744,Bob Smith,Data Science,20,65,97,81
1745,Charlie Johnson,Civil,20,74,82,59
1746,Julia Martinez,Mechanical,18,50,75,78
1747,Charlie Davis,Mechanical,19,74,75,72
1748,Quentin Anderson,Electronics,19,93,81,92
1749,Paula Miller,Electronics,21,60,89,71
1750,Steve Taylor,Mechanical,22,85,67,78
1751,Charlie Garcia,Data Science,25,65,75,81
1752,Bob Smith,Computer Science,22,52,88,95
1753,Michael Taylor,Information Technology,24,78,63,59
1754,Steve Williams,Information Technology,25,84,61,52
1755,Alice Williams,Information Technology,25,69,81,84
1756,Rachel Williams,Computer Science,22,85,100,63
1757,Laura Brown,Information Technology,22,87,74,89
1758,Paula Smith,Data Science,25,74,68,99
1759,Oscar Taylor,Civil,25,51,88,80
1760,Alice Martinez,Mechanical,24,56,84,95
1761,David Johnson,Mechanical,21,61,71,60
1762,Grace Martinez,Data Science,23,79,98,54
1763,Ivan Garcia,Electronics,23,86,89,94
1764,Bob Williams,Information Technology,22,78,69,52
1765,Alice Brown,Information Technology,22,63,98,59
1766,David Martinez,Civil,21,79,98,97
1767,Laura Brown,Mechanical,24,100,97,50
1768,Alice Martinez,Data Science,19,80,92,87
1769,Julia Taylor,Information Technology,21,77,94,57
1770,Helen Williams,Data Science,21,90,62,59
1771,Oscar Williams,Civil,18,83,69,71
1772,Rachel Johnson,Data Science,21,96,73,99
1773,Paula Martinez,Information Technology,23,59,80,90
1774,Bob Davis,Data Science,24,88,98,50
1775,Tina Garcia,Data Science,25,53,90,68
1776,Frank Smith,Electronics,18,59,75,56
1777,Charlie Johnson,Mechanical,19,53,79,79
1778,Grace Johnson,Civil,18,70,75,85
1779,Charlie Brown,Information Technology,20,84,63,53
1780,Michael Taylor,Data Science,24,100,83,91
1781,Grace Brown,Mechanical,24,100,71,98
1782,Tina Taylor,Computer Science,25,54,71,83
1783,David Davis,Computer Science,18,98,67,95
1784,Paula Williams,Data Science,19,78,100,81
1785,Bob Anderson,Information Technology,21,85,89,99
1786,Nina Taylor,Mechanical,18,71,97,66
1787,Frank Miller,Civil,21,56,76,86
1788,Eva Miller,Computer Science,21,56,76,50
1789,Oscar Davis,Computer Science,19,50,72,98
1790,Grace Smith,Computer Science,21,99,97,84
1791,Oscar Smith,Information Technology,25,93,73,52
1792,Alice Anderson,Information Technology,22,72,83,92
1793,Tina Smith,Data Science,20,90,60,85
1794,Steve Smith,Mechanical,24,61,81,58
1795,Ivan Brown,Information Technology,20,76,66,81
1796,Steve Garcia,Mechanical,21,54,80,95
1797,Michael Garcia,Civil,22,97,84,61
1798,Steve Martinez,Information Technology,25,95,86,85
1799,Oscar Taylor,Information Technology,25,55,65,61
1800,Rachel Garcia,Information Technology,24,89,60,89
1801,Frank Smith,Information Technology,20,84,62,85
1802,Ivan Johnson,Mechanical,21,80,76,86
1803,Oscar Garcia,Electronics,22,51,73,99
1804,Frank Garcia,Data Science,19,71,82,60
1805,Bob Brown,Civil,24,77,80,53
1806,Michael Taylor,Data Science,19,73,74,83
1807,Alice Martinez,Electronics,22,88,63,74
1808,Bob Johnson,Mechanical,24,57,73,96
1809,Nina Martinez,Computer Science,25,73,70,94
1810,Steve Martinez,Mechanical,20,94,87,60
1811,Eva Anderson,Civil,21,85,81,71
1812,Charlie Martinez,Electronics,18,58,83,99
1813,Ivan Brown,Computer Science,19,86,100,71
1814,Helen Taylor,Civil,23,74,71,80
1815,Julia Anderson,Electronics,22,92,76,86
1816,Tina Taylor,Computer Science,24,83,80,79
1817,Nina Williams,Information Technology,19,77,78,73
1818,Rachel Davis,Data Science,25,63,90,56
1819,Tina Miller,Electronics,23,72,95,81
1820,Nina Miller,Information Technology,23,75,65,83
1821,Michael Smith,Data Science,24,96,98,67
1822,Oscar Anderson,Information Technology,22,54,76,86
1823,Julia Taylor,Electronics,25,73,96,84
1824,David Anderson,Civil,21,59,60,78
1825,Charlie Johnson,Computer Science,18,92,76,60
1826,Eva Brown,Mechanical,21,54,73,83
1827,Nina Brown,Information Technology,18,95,96,62
1828,Quentin Miller,Information Technology,18,90,81,53
1829,Charlie Garcia,Mechanical,18,70,61,51
1830,Charlie Anderson,Civil,25,57,84,88
1831,Ivan Garcia,Civil,18,66,81,92
1832,Eva Martinez,Data Science,19,79,65,93
1833,Quentin Miller,Computer Science,19,71,87,76
1834,Alice Miller,Mechanical,22,68,99,71
1835,Frank Anderson,Information Technology,19,72,60,82
1836,Julia Smith,Civil,19,58,69,62
1837,Charlie Anderson,Data Science,19,77,91,50
1838,Alice Anderson,Computer Science,20,56,60,73
1839,Rachel Davis,Civil,22,76,87,57
1840,Charlie Miller,Computer Science,24,76,97,89
1841,Oscar Smith,Electronics,20,64,98,51
1842,Helen Garcia,Information Technology,24,54,66,57
1843,Oscar Anderson,Data Science,22,96,80,97
1844,Kevin Anderson,Information Technology,19,90,75,50
1845,Quentin Taylor,Data Science,24,72,72,52
1846,Steve Garcia,Data Science,18,63,60,50
1847,Helen Taylor,Data Science,20,84,62,62
1848,Charlie Taylor,Information Technology,18,91,85,86
1849,Bob Davis,Mechanical,23,78,88,100
1850,Tina Miller,Electronics,24,95,74,72
1851,Quentin Taylor,Computer Science,24,90,99,57
1852,Bob Anderson,Mechanical,21,70,80,97
1853,Julia Anderson,Computer Science,25,56,89,50
1854,Helen Anderson,Mechanical,25,87,86,66
1855,Eva Davis,Data Science,21,65,82,67
1856,Paula Smith,Information Technology,22,69,98,64
1857,Nina Garcia,Data Science,21,83,89,75
1858,Eva Johnson,Electronics,25,52,97,89
1859,Steve Smith,Mechanical,21,80,97,82
1860,Paula Anderson,Mechanical,25,58,86,98
1861,Paula Williams,Information Technology,23,90,66,71
1862,Ivan Smith,Information Technology,19,74,71,57
1863,Rachel Miller,Electronics,24,91,100,74
1864,Steve Taylor,Civil,24,51,82,82
1865,Paula Martinez,Information Technology,24,95,87,65
1866,Michael Miller,Information Technology,19,84,100,71
1867,Rachel Miller,Electronics,24,80,60,80
1868,Alice Miller,Mechanical,18,66,93,85
1869,Julia Taylor,Data Science,23,89,73,82
1870,Alice Smith,Mechanical,25,96,72,61
1871,Nina Davis,Data Science,22,83,80,89
1872,Ivan Smith,Mechanical,20,87,73,76
1873,Eva Johnson,Data Science,25,51,90,52
1874,Bob Miller,Mechanical,24,52,76,99
1875,Michael Smith,Electronics,18,98,99,52
1876,Frank Anderson,Information Technology,18,55,78,88
1877,Frank Johnson,Electronics,25,81,91,50
1878,Oscar Brown,Electronics,24,60,77,73
1879,Alice Davis,Civil,20,79,87,93
1880,Helen Taylor,Data Science,20,63,78,78
1881,Frank Brown,Computer Science,23,95,67,71
1882,Julia Williams,Mechanical,23,96,62,97
1883,Helen Williams,Data Science,25,91,99,53
1884,Tina Taylor,Civil,18,68,69,57
1885,Oscar Williams,Civil,22,78,63,96
1886,Nina Davis,Civil,23,83,100,56
1887,Frank Brown,Computer Science,22,58,93,62
1888,Oscar Taylor,Electronics,23,83,79,89
1889,Frank Taylor,Computer Science,25,73,72,72
1890,Tina Miller,Computer Science,25,52,69,58
1891,Oscar Williams,Information Technology,19,83,83,84
1892,Grace Smith,Information Technology,25,88,66,76
